engine_id,engine_title,production_years,displacement_cc,fuel_system,power_output_hp,torque_output_nm,cylinder_block,compression_ratio,turbocharging,fuel_type,euro_standard,engine_lifespan_km,recommended_oil,manufacturer,year_start
439,Engine Ford HUWA,2006-2010,2522,injector,220,320,aluminum r5,9,kkk k04,95,euro 4,~290 000,5w-30,Ford,2006
440,Engine Ford HYDB,2008-2013,2522,distributed injection,200,320,aluminum r5,9,yes,92,euro 4/5,~450 000,5w-30,Ford,2008
441,Engine Ford HYDA,2005-2010,2522,distributed injection,225,320,aluminum r5,9,yes,92,euro 4,~400 000,5w-30,Ford,2005
442,Engine Ford HUBA,2007-2010,2522,injector,220,320,aluminum r5,9,kkk k04,95,euro 4,~300 000,5w-30,Ford,2007
443,Engine Ford HMDA,2002-2003,1988,distributed injection,215,310,cast iron r4,8,yes,95,euro 3,~250 000,5w-30,Ford,2002
444,Engine Ford ALDA,2002-2004,1988,distributed injection,173,196,cast iron r4,10.2,no,95,euro 3,~275 000,5w-30,Ford,2002
445,Engine Ford YTMA,since 2012,2488,distributed injection,149,230,aluminum r4,9.7,no,92,euro 5,~400 000,5w-30,Ford,2012
446,Engine Ford SEBA,2007-2015,2261,injector,161,208,aluminum r4,10.6,no,95,euro 4/5,~350 000,5w-30,Ford,2007
447,Engine Ford SEWA,2006-2015,2261,distributed injection,161,208,aluminum r4,10.6,no,95,euro 4,~375 000,5w-30,Ford,2006
448,Engine Ford XQDA,since 2010,1999,direct injection,150,202,aluminum r4,12,no,95,euro 5,~300 000,5w-30,Ford,2010
449,Engine Ford CJBA/CJBB,2000-2007,1999,distributed injection,145,190,aluminum r4,10.8,no,95,euro 4,~400 000,5w-30,Ford,2000
450,Engine Ford AOWA,2006-2015,1999,injector,145,185,aluminum r4,10.8,no,95,euro 4,~360 000,5w-30,Ford,2006
451,Engine Ford AODA,2003-2011,1999,injector,145,185,aluminum r4,10.8,no,95,euro 4,~340 000,5w-30,Ford,2003
452,Engine Ford QQDB/QQDA,2003-2011,1798,distributed injection,125,165,aluminum r4,10.8,no,95,euro 4,~350 000,5w-30,Ford,2003
453,Engine Ford CHBA/CHBB,2000-2007,1798,injector,125,170,aluminum r4,10.8,no,95,euro 4,~360 000,5w-30,Ford,2000
454,Engine Ford CFBA,2003-2007,1798,direct injection,130,175,aluminum r4,11.3,no,95,euro 4,~250 000,5w-30,Ford,2003
455,Engine Ford FYJA,2001-2012,1596,injector,100,146,aluminum r4,11,no,95,euro 4,~340 000,5w-30,Ford,2001
456,Engine Ford HWDA,2003-2008,1596,injector,100,150,aluminum r4,11,no,95,euro 4,~320 000,5w-30,Ford,2003
457,Engine Ford SHDA/SHDB,2007-2011,1596,injector,100,150,aluminum r4,11,no,95,euro 4,~330 000,5w-30,Ford,2007
458,Engine Ford ASDA,2004-2010,1388,injector,80,124,aluminum r4,11,no,95,euro 4,~250 000,5w-30,Ford,2004
459,Engine Ford Duratorq 2.4,2006,2402,direct injection,100 — 140 / 3500,,,17.5,,diesel,euro 4,,,Ford,
460,Engine Ford Duratorq 3.2,,3198,direct injection,200 / 3500,,,15.8,,diesel,euro 5,,,Ford,
461,Engine Ford Duratorq 2.2,,2198,direct injection,85 - 130 / 3500,,,17.5,,diesel,euro 4,,,Ford,
462,Engine Mazda B1 1.1l,1987-1994,1138,carburetor / injector,50 - 55,80 - 90,cast iron r4,8.6 &#8211; 9.2,no,92,euro 1,~220 000,5w-30,Mazda,1987
463,Engine Mazda B3 1.3l,1987-2005,1323,,,,cast iron r4,,no,92,,~250 000,5w-30,Mazda,1987
464,Engine Mazda B3-ME,1994-2003,1323,injector,65 - 85,100 - 110,cast iron r4,9.1 &#8211; 9.4,no,92,euro 2/3,~280 000,5w-30,Mazda,1994
465,Engine Mazda B5 1.5l,1987-1994,1498,,,,cast iron r4,,no,92,,~250 000,5w-30,Mazda,1987
466,Engine Mazda B5-DE,1989-2005,1498,injector,105 - 120,125 - 145,cast iron r4,9.2 &#8211; 9.5,no,92,euro 2,~350 000,5w-30,Mazda,1989
467,Engine Mazda B5-ME,1992-2002,1498,injector,75 - 100,115 - 130,cast iron r4,9.0 &#8211; 9.5,no,92,euro 2/3,~300 000,5w-30,Mazda,1992
468,Engine Mazda B6 1.6l,1985-1994,1597,injector,82 - 86,120 - 125,cast iron r4,9.3,no,92,euro 1/2,~275 000,5w-30,Mazda,1985
469,Engine Mazda B6-ME,1989-1994,1597,injector,85 - 90,135 - 140,cast iron r4,9,no,92,euro 1/2,~280 000,5w-30,Mazda,1989
470,Engine Mazda B6-DE,1993-2009,1597,injector,105 - 115,135 - 145,cast iron r4,9.0 &#8211; 9.2,no,92,euro 2/3,~300 000,5w-30,Mazda,1993
471,Engine Mazda BP 1.8l,1989-2004,1839,injector,130 - 140,150 - 160,cast iron r4,9,no,92,euro 2,~330 000,5w-30,Mazda,1989
472,Engine Mazda BP-ME/B8,1990-1996,1839,injector,100 - 115,150 - 155,cast iron r4,8.9,no,92,euro 2,~320 000,5w-30,Mazda,1990
473,Engine Mazda F6 1.6l,1982-1987,1587,carburetor,72 - 82,120,cast iron r4,8.6,no,92,euro 0,~250 000,5w-30,Mazda,1982
474,Engine Mazda FP 1.8l,1991-1997,1839,distributed injection,90 - 115,145 - 155,cast iron r4,9.1,no,92,euro 2,~350 000,5w-30,Mazda,1991
475,Engine Mazda FP-DE,1997-2004,1839,distributed injection,90 - 135,145 - 165,cast iron r4,9.1 &#8211; 10.2,no,92,euro 3,~400 000,5w-30,Mazda,1997
476,Engine Mazda F8 1.8l,1982-2005,1789,,,,cast iron r4,,no,92,,~275 000,5w-30,Mazda,1982
477,Engine Mazda FE 2.0l,1981-2001,1998,,,,cast iron r4,,,92,,~300 000,5w-30,Mazda,1981
478,Engine Mazda FE-DE,1987-2004,1998,injector,130 - 150,170 - 185,cast iron r4,9.2 &#8211; 10,no,92,euro 1/2,~350 000,5w-30,Mazda,1987
479,Engine Mazda FE3N,1989-1997,1998,injector,150 - 170,180 - 190,cast iron r4,9.5 &#8211; 10.2,no,95,euro 2,~250 000,5w-30,Mazda,1989
480,Engine Mazda FS 2.0l,1991-1997,1991,distributed injection,115 - 130,170 - 175,cast iron r4,9.0 &#8211; 9.5,no,92,euro 2,~375 000,5w-30,Mazda,1991
481,Engine Mazda FS-DE,1997-2004,1991,distributed injection,115 - 140,170 - 185,cast iron r4,9.1 &#8211; 9.7,no,92,euro 3,~450 000,5w-30,Mazda,1997
482,Engine Mazda FS-ZE,1997-2004,1991,distributed injection,165 - 170,175 - 185,cast iron r4,10,no,95,euro 3,~300 000,5w-30,Mazda,1997
483,Engine Mazda F2 2.2l,1986-1993,2184,,,,cast iron r4,,,92,,~350 000,5w-30,Mazda,1986
484,Engine Mazda K8-DE,1991-1998,1845,distributed injection,130 - 135,155 - 160,aluminum v6,9.2,no,92,euro 3,~290 000,5w-30,Mazda,1991
485,Engine Mazda K8-ZE,1991-1998,1845,distributed injection,140 - 145,155 - 160,aluminum v6,9.5,no,95,euro 3,~275 000,5w-30,Mazda,1991
486,Engine Mazda KF-DE,1992-2002,1995,distributed injection,140 - 145,180,aluminum v6,9.5,no,92,euro 3,~300 000,5w-30,Mazda,1992
487,Engine Mazda KF-ZE,1991-1999,1995,distributed injection,160 - 170,180 - 190,aluminum v6,10,no,95,euro 3,~275 000,5w-30,Mazda,1991
488,Engine Mazda KJ-ZEM,1993-2002,2255,distributed injection,210 - 220,280 - 290,aluminum v6,10,compressor,95,euro 3,~250 000,5w-30,Mazda,1993
489,Engine Mazda KL-DE,1992-2002,2497,distributed injection,165 - 175,210 - 220,aluminum v6,9.2,no,92,euro 3,~450 000,5w-30,Mazda,1992
490,Engine Mazda KL-G4,1997-2002,2497,distributed injection,170,221,aluminum v6,9.5,no,92,euro 3,~500 000,5w-30,Mazda,1997
491,Engine Mazda KL-ZE,1992-2002,2497,distributed injection,200,224,aluminum v6,10,no,92,euro 3,~400 000,5w-30,Mazda,1992
492,Engine Mazda L8-DE,2002-2018,1798,distributed injection,120 - 125,160 - 170,aluminum r4,10.8,no,92,euro 4,~275 000,5w-30,Mazda,2002
493,Engine Mazda L813,2002-2012,1798,distributed injection,120,165,aluminum r4,10.8,no,92,euro 4,~280 000,5w-30,Mazda,2002
494,Engine Mazda LF-DE,2002-2015,1999,distributed injection,140 - 160,175 - 195,aluminum r4,10.8,no,92,euro 4,~300 000,5w-30,Mazda,2002
495,Engine Mazda LF-VD,2010-2018,1999,direct injection,145 - 155,185 - 195,aluminum r4,11.2,no,petrol,euro 5,~260 000,5w-30,Mazda,2010
496,Engine Mazda LF17,2002-2013,1999,distributed injection,140 - 150,180 - 190,aluminum r4,10.8,no,95,euro 4,~320 000,5w-30,Mazda,2002
497,Engine Mazda LFF7,2004-2011,1999,distributed injection,140 - 150,180 - 190,aluminum r4,10.8,no,92,euro 4,~310 000,5w-30,Mazda,2004
498,Engine Mazda L3-VE,2002-2018,2261,distributed injection,150 - 180,200 - 220,aluminum r4,10.6,no,92,euro 4,~300 000,5w-30,Mazda,2002
499,Engine Mazda L3-VDT,2005-2013,2261,direct injection,235 - 275,350 - 380,aluminum r4,9.5,warner-hitachi k04,98,euro 4,~230 000,5w-30,Mazda,2005
500,Engine Mazda L3C1,2002-2008,2261,distributed injection,165,205,aluminum r4,10.6,no,92,euro 4,~280 000,5w-30,Mazda,2002
501,Engine Mazda L5-VE,2008-2015,2488,distributed injection,160 - 175,220 - 235,aluminum r4,9.7,no,92,euro 4,~350 000,5w-30,Mazda,2008
502,Engine Mazda ZJ-VE,2002-2015,1348,distributed injection,75 - 90,120 - 125,aluminum r4,10,no,92,euro 4/5,~240 000,5w-30,Mazda,2002
503,Engine Mazda Z5-DE,1994-1998,1489,distributed injection,90 - 110,130 - 140,cast iron r4,9.0 &#8211; 9.5,no,92,euro 3,~300 000,5w-30,Mazda,1994
504,Engine Mazda ZL-DE,1998-2003,1489,distributed injection,110,137,cast iron r4,9,no,92,euro 3,~320 000,5w-30,Mazda,1998
505,Engine Mazda ZL-VE,1998-2003,1489,distributed injection,130,141,cast iron r4,9.4,no,92,euro 3,~290 000,5w-30,Mazda,1998
506,Engine Mazda ZY-VE,2002-2015,1489,distributed injection,100 - 115,135 - 140,aluminum r4,10,no,92,euro 4/5,~280 000,5w-30,Mazda,2002
507,Engine Mazda MZR Z6,2003-2019,1598,distributed injection,105,145,aluminum r4,10,no,92,euro 4/5,~250 000,5w-30,Mazda,2003
508,Engine Mazda ZM-DE,1998-2003,1598,distributed injection,95 - 105,145,cast iron r4,10,no,92,euro 3,~300 000,5w-30,Mazda,1998
509,Engine Mazda GY-DE,1999-2002,2495,distributed injection,170,207 - 211,aluminum v6,9.7,no,92,euro 3,~350 000,5w-30,Mazda,1999
510,Engine Mazda AJ-DE,2000-2007,2967,distributed injection,200 - 220,260 - 270,aluminum v6,10,no,95,euro 3,~400 000,5w-30,Mazda,2000
511,Engine Mazda AJ-VE,2007-2011,2967,distributed injection,240,300,aluminum v6,10.3,no,95,euro 4,~350 000,5w-30,Mazda,2007
512,Engine Mazda SkyActiv-G 1.5,since 2013,1496,direct injection,100 - 120,140 - 150,aluminum r4,13-14,no,95,euro 4/5,~250 000,0w-20,Mazda,2013
513,Engine Mazda SkyActiv-G 2.0,since 2012,1997,direct injection,150 - 165,200 - 210,aluminum r4,13 &#8211; 14,no,95,euro 4/5,~300 000,0w-20,Mazda,2012
514,Engine Mazda SkyActiv-G 2.5,1992-2003,2488,direct injection,185 - 195,245 - 255,aluminum r4,13-14,no,95,euro 4/5,~320 000,0w-20,Mazda,1992
515,Engine Mazda 13B-MSP,2003-2012,1308,direct injection,192 - 250,211 - 222,aluminum w2,10,no,98,euro 4,~120 000,5w-30,Mazda,2003
516,Engine Mazda RF 2.0l,1983-2003,1998,prechambers,,,cast iron r4,,,diesel,,~300 000,5w-30,Mazda,1983
517,Engine Mazda RF-T DI,1998-2004,1998,direct injection,,,cast iron r4,18.8,,diesel,euro 2/3,~300 000,5w-30,Mazda,1998
518,Engine Mazda RF5C,2002-2005,1998,common rail,120 - 135,310,cast iron r4,18.3,ihi vj32,diesel,euro 3,~270 000,5w-30,Mazda,2002
519,Engine Mazda RF7J,2005-2010,1998,common rail,110 - 145,310 - 360,cast iron r4,16.7,ihi vj36,diesel,euro 4,~280 000,5w-30,Mazda,2005
520,Engine Mazda R2 2.2l,1983-2007,2184,prechambers,70 - 79,138 - 142,cast iron r4,22.9,no,diesel,euro 1/2,~320 000,5w-30,Mazda,1983
521,Engine Mazda R2AA,2008-2013,2184,common rail,150 - 185,360 - 400,cast iron r4,16.3,ihi vj42,diesel,euro 4/5,~275 000,5w-30,Mazda,2008
522,Engine Mazda Y4 1.4 CiTD,2003-2009,1399,common rail,68,160,aluminum r4,17.9,borgwarner kp35,diesel,euro 3/4,~300 000,5w-30,Mazda,2003
523,Engine Mazda Y6 1.6 CiTD,2004-2015,1560,common rail,,,aluminum r4,,,diesel,,~300 000,5w-30,Mazda,2004
524,Engine Mazda WL-T,1995-2006,2499,prechambers,110 - 130,265 - 295,cast iron r4,20,yes,diesel,euro 2/3,~500 000,"10w-30, 10w-40",Mazda,1995
525,Engine Mazda SH-VPTS,since 2013,2188,common rail,175 - 190,420 - 450,aluminum r4,14.4,twin-turbo,diesel,euro 5/6,~250 000,5w-30,Mazda,2013
526,Engine Mazda S8-DPTS,since 2018,1756,common rail,115,270,aluminum r4,14.8,vgt,diesel,euro 6d,~260 000,5w-30,Mazda,2018
527,Engine Mazda S5-DPTS,since 2014,1498,common rail,105,220 - 270,aluminum r4,14.8,vgt,diesel,euro 5/6,~240 000,5w-30,Mazda,2014
528,Engine Subaru EE20,since 2008,1998,common rail,147 - 150,350,aluminum h4,15.2 &#8211; 16.3,vgt,diesel,euro 4/5/6,~250 000,5w-30,Subaru,2008
529,Engine Subaru FB25,since 2010,2498,,,,aluminum h4,,no,95,,~250 000,0w-20,Subaru,2010
530,Engine Subaru FB20,,1995,,,,aluminum h4,,no,,euro 5/6,~250 000,0w-20,Subaru,
531,Engine Subaru FB16,,1599,injector,,,aluminum h4,,,95,euro 5/6,~220 000,,Subaru,
532,Engine Subaru FA24,,2387,direct injection,264,376,aluminum h4,10.6,twin-scroll,95,euro 5,~240 000,5w-30,Subaru,
533,Engine Subaru FA20,,1998,direct injection,,,aluminum h4,,,,euro 5,~230 000,,Subaru,
534,Engine Subaru EZ36,,3629,injector,250 - 260,350,aluminum h6,10.5,no,95,euro 4/5,~320 000,5w-30,Subaru,
535,Engine Subaru EZ30,2000-2009,2999,injector,,,aluminum h6,10.7,no,95,,~300 000,5w-30,Subaru,2000
536,Engine Subaru EL15,2006-2012,1498,injector,105 - 110,140 - 145,aluminum h4,10.1,no,95,euro 4,~250 000,5w-30,Subaru,2006
537,Engine Subaru EJ25,,2457,injector,,,aluminum h4,,,,,~300 000,5w-30,Subaru,
538,Engine Subaru EJ20T,,1994,injector,,,aluminum h4,,,95,,~225 000,5w-30,Subaru,
539,Engine Subaru EJ20,1989-2015,1994,injector,,,aluminum h4,,no,,euro 2/3/4,~300 000,5w-30,Subaru,1989
540,Engine Subaru EJ15,1992-2007,1493,injector,,,aluminum h4,,no,92,euro 1/2,~220 000,5w-30,Subaru,1992
541,Engine Subaru CB18,,1795,direct injection,177,300,aluminum h4,10.4,garrett m12,95,euro 6,~200 000,"0w-16, 0w-20",Subaru,
542,Engine DAF MX-13,,,direct injection,,,,,,diesel,euro 6,,,DAF,
543,Engine MMZ D-243,,,"direct injection, injection pump with mechanical regulator",,,,16:1,,"diesel, 4-stroke",,,,MMZ,
597,Engine Volvo D12A420,,12100,direct injection,,,,,,diesel,euro 2,,,Volvo,
544,Engine Cummins 6BT 5.9L,1989-1998,,"direct injection, mechanical injection pump",,,,17.0:1,,diesel,,,,Cummins,1989
545,Engine Cummins ISF 2.8,2009-…,,common rail direct injection,,,,16.9:1,,diesel,,,,Cummins,2009
546,Engine Cummins 6ISBe,,,common rail,,,,17.3:1,,diesel,4 (96-02),,,Cummins,
689,Engine Alfa Romeo AR32301,1998-2001,1970,distributed injection,155,187,cast iron r4,10,no,petrol,euro 2,~210 000,10w-40,Alfa,1998
552,Engine Cummins 4ISBe,,,common rail,,,,17.3:1,,diesel,4 (49-05b1(?)),,,Cummins,
553,Engine Caterpillar 3512,,"58,6",,,,,,,,,,,Caterpillar,
554,Engine Caterpillar C10,,"10,3",,,,,"17,25:1",,,,,,Caterpillar,
551,Engine Cummins ISB 6.7L,2007-…,,"direct injection, electronically controlled high pressure common rail injection system",,,,17.3:1,,diesel,,,,Cummins,2007
697,Engine Audi CDHA,2009-2015,1798,direct injection,120,230,cast iron r4,9.6,kkk k03,petrol,euro 5,~270 000,5w-30,Audi,2009
698,Engine Audi CDHB,2008-2013,1798,direct injection,160,250,cast iron r4,9.6,kkk k03,petrol,euro 5,~250 000,5w-30,Audi,2008
699,Engine Audi CCZC,2010-2015,1984,direct injection,170,280,cast iron r4,9.6,kkk k03,petrol,euro 5,~260 000,5w-30,Audi,2010
556,Engine Caterpillar C12,,12,,,,,,,,,,,Caterpillar,
557,Engine Caterpillar C7,,,,,,,,,,,,,Caterpillar,
558,Engine Caterpillar C18,,"18,1",,,,,16.3:1,,,,,,Caterpillar,
559,Engine Caterpillar C9,,,,,,,,,,,,,Caterpillar,
560,Engine KamAZ 820,,,,,,,,,,,,,KamAZ,
561,Engine MAN D2840,,,,,,,,,diesel,euro 1,,,MAN,
562,Engine Volvo D16G540,,,,,,,16.8:1,,,,,,Volvo,
693,Engine Volkswagen BGP,2005-2010,2480,injector,150,228,cast iron r5,10,no,petrol,euro 4,~330 000,5w-30,Volkswagen,2005
694,Engine Volkswagen CBTA,2008-2014,2480,injector,170,240,cast iron r5,10.3,no,petrol,euro 5,~350 000,5w-30,Volkswagen,2008
695,Engine Audi CEPA,2009-2014,2480,direct injection,340,450,cast iron r5,10,borgwarner k16,petrol,euro 5,~220 000,5w-30,Audi,2009
696,Engine Audi CTSA,2013-2015,2480,direct injection,310,420,cast iron r5,10,borgwarner k16,petrol,euro 5,~230 000,5w-30,Audi,2013
564,Engine YaMZ-651,,"11,12",,,,,"16,4",,,,,,YaMZ-,
565,Engine MAN D2156,1971,10344,,192 / 2100,,,17,,,,,,MAN,
567,Engine DAF WS 282,,11600,inline injection pump,,,,,,diesel,,,,DAF,
568,Engine YaMZ-236,,,"low booster pump and high pressure fuel pump, direct injection",,,,"17,5",,diesel,euro 0 &#8211; 3,,,YaMZ-,
574,Engine MAN D0834,,4580,,220,,,,,,euro 3,,,MAN,
575,Engine Scania DSC9,,8970,direct injection,220-310/2000,,,"16,7",,diesel,euro 2,,,Scania,
576,Engine MAN D0826,,6871,,150-260,,,,,,euro 2,,,MAN,
577,Engine Scania DC9,,9000,direct injection,260-310/2100,,,16,,diesel,euro 3,,,Scania,
632,Engine Scania DSC14,,14181,,,,,,,diesel,,,,Scania,
578,Engine Scania DC16,,16400,direct injection,550-770/1500,,,"16,7",,diesel,euro 4,,,Scania,
579,Engine Scania DC12,,11700,direct injection,340-470/1900,,,,,diesel,euro 3,,,Scania,
580,Engine MMZ D-260,,,,,,,16,,,,,,MMZ,
633,Engine Volvo D12C380,1998-08-01 00:00:00,12100,,,,,,,diesel,,,,Volvo,
634,Engine Volvo D16A520,,16122,,520,,,,,,euro 2,,,Volvo,
639,Engine DAF RS 180,,8650,inline injection pump,,,,,,diesel,,,,DAF,
641,Engine Volvo D6A180,,5480,,,,,,,diesel,,,,Volvo,
642,Engine DAF B85,,844,intake manifold injection / carburetor,,,,,,gasoline,,,,DAF,
581,Engine Volvo D12C460,1998-08-01 00:00:00,12100,,,,,,,diesel,,,,Volvo,
582,Engine MAN D2862,2014,24240,direct injection,1900/2300,,,17,,diesel,euro 5,,,MAN,
583,Engine DAF WS 242,,11600,inline injection pump,,,,,,diesel,euro 2,,,DAF,
584,Engine DAF WS 225,,11600,inline injection pump,,,,,,diesel,,,,DAF,
635,Engine DAF WS 259,,11600,inline injection pump,,,,,,diesel,,,,DAF,
636,Engine DAF XD3P,,2497,split combustion engine,,,,,,diesel,,,,DAF,
637,Engine DAF WS 268,,,,,,,16:1,,diesel,,,,DAF,
593,Engine DAF MX 300,,12900,,410,,,"17,7:1",,,euro 5,,,DAF,
594,Engine Volvo D16C610,,16120,,610,,,,,,euro 3,,,Volvo,
595,Engine Volvo D16B520,1998-08-01 00:00:00,,,,,,,,diesel,,,,Volvo,
598,Engine Volvo D13C540,2009-01-01 00:00:00,,,,,,,,diesel,euro 5,,,Volvo,
599,Engine Volvo D9B380,2005-09-01 00:00:00,,,,,,,,diesel,euro 4 (d4),,,Volvo,
600,Engine Volvo D11C330,,10800,direct injection,,,,,,diesel,euro 5,,,Volvo,
601,Engine Volvo D8K280,,,,,,,,,diesel,euro 6,,,Volvo,
602,Engine Volvo D13K460,,,,,,,,,diesel,euro 6,,,Volvo,
603,Engine DAF BE99C,,3920,direct injection,,,,,,diesel,euro 3,,,DAF,
604,Engine Volvo D6A230,,5480,,,,,,,diesel,,,,Volvo,
605,Engine Volvo D6A210,,5480,,,,,,,diesel,,,,Volvo,
606,Engine Volvo D13A400,,,,,,,18.1:1,,diesel,,,,Volvo,
607,Engine Volvo D12D420,,12100,direct injection,,,,,,diesel,euro 2-3,,,Volvo,
608,Engine DAF XF315M,1997,12580,inline injection pump,,,,16:1,,"diesel, inline",,,,DAF,
609,Engine Volvo D16E540,,,direct injection,,,,17.3:1,,diesel,euro 4 (d4),,,Volvo,
610,Engine MMZ D-240,,,direct injection,80,,,16,,diesel,,,,MMZ,
611,Engine Volvo D7F290,,,,,,,18:1,,diesel turbo,,,,Volvo,
612,Engine Volvo D13C420,2009-01-01 00:00:00,,,,,,17.8:1,,diesel,euro 5,,,Volvo,
613,Engine YaMZ-240,1962,22299,direct injection,,,,"16,5:1",,diesel,euro 0,,,YaMZ-,
614,Engine YaMZ-650,2006,11120,direct injection,,,,16.4:1,,diesel,euro 3,,,YaMZ-,
615,Engine YaMZ-7511,1996,14866,,,,,16.5,,diesel,euro 2,,,YaMZ-,
644,Engine MAN D2842,,21930,,,,,,,diesel,,,,MAN,
645,Engine Volvo D7F260,,7146,direct injection,,,,,,diesel,euro 5,,,Volvo,
700,Engine Audi CDNB,2008-2014,1984,direct injection,180,320,cast iron r4,9.6,kkk k03,petrol,euro 5,~260 000,5w-30,Audi,2008
701,Engine Audi CDNC,2008-2013,1984,direct injection,211,350,cast iron r4,9.6,ihi rhf5,petrol,euro 5,~300 000,"0w-30, 5w-40 (approved vw 502.00 or 505.00)",Audi,2008
702,Engine Audi CNCD,2012-2016,1984,fsi + mpi,225,350,cast iron r4,9.6,ihi is20,petrol,euro 5/6,~250 000,5w-30,Audi,2012
626,Engine DAF MX 265,,12900,,360,,,"17,7:1",,,euro 4,,,DAF,
627,Engine Volvo D12A380,1993-08-01 00:00:00,12100,direct injection,,,,,,diesel,euro 2,,,Volvo,
628,Engine MAN D0824,,4580,,,,,,,,euro 2,,,MAN,
629,Engine Volvo D6A250,,5480,,,,,,,diesel,,,,Volvo,
630,Engine Volvo D7C290,1998-09-01 00:00:00,7300,,,,,,,diesel,,,,Volvo,
655,Engine Volvo D16A470,,16122,,470,,,,,,euro 2,,,Volvo,
656,Engine Volvo D13B400,2007-09-01 00:00:00,,direct injection,,,,,,diesel,euro 4/euro 5,,,Volvo,
657,Engine Volvo D13C500,,,direct injection,,,,,,diesel,euro 5,,,Volvo,
658,Engine Volvo D16E580,,16120,direct injection,,,,,,diesel,euro 4 (d4),,,Volvo,
660,Engine KamAZ-740,,,,from 210 for the first modifications to 440 for the last,from 667 for the first modifications to 2060 for the last,,16.0 / 16.8 / 17.0,,diesel turbo,from euro 0 for the first modifications to euro 5 for the last,,,KamAZ-,
661,Engine Volvo D13A440,,,,,,,18.1 to 1,,,,,,Volvo,
662,Engine YaMZ-7E846,,,,,,,,,,euro 2,,,YaMZ-,
663,Engine Volvo D9A380,9.2001,9364,direct injection,,,,18.5:1,,diesel,euro 3,,,Volvo,
664,Engine Volvo D16G750,,16120,,749-751,3550,,,,,euro 5/eev,,,Volvo,
665,Engine DAF XF280M,,12580,,381,,,,,,euro 2,,,DAF,
666,Engine Volvo D13C460,2009-01-01 00:00:00,,,,,,,,diesel,euro 5,,,Volvo,
616,Engine Volvo D13A480,2005-09-01 00:00:00,12800,direct injection,,,,,,diesel,euro 3,,,Volvo,
617,Engine DAF XE 315 C,,,,,,,17 to 1,,,euro 3,,,DAF,
618,Engine Volvo D13A520,2005-09-01 00:00:00,,,,,,,,diesel,,,,Volvo,
619,Engine Volvo D7F240,,,,,,,,,diesel,euro 5,,,Volvo,
620,Engine MAN D2848,,14618,,,,,,,diesel,,,,MAN,
621,Engine Volvo D7B260,,6700,,,,,,,diesel,,,,Volvo,
622,Engine MMZ D-245,1984,4750,,,,,,,diesel,euro 0-5,,,MMZ,
668,Engine MAN D2866,1998,11967,direct injection,,,,,,diesel,euro 2/ euro 3,,,MAN,
688,Engine Alfa Romeo AR32201,1997-2001,1747,distributed injection,144,169,cast iron r4,10.3,no,petrol,euro 2,~270 000,10w-40,Alfa,1997
669,Engine Audi BYT,2007,1798,direct injection,160,250,cast iron r4,9.6,kkk k03,petrol,euro 4,~230 000,5w-30,Audi,
670,Engine Volkswagen BZB,2007-2010,1798,direct injection,160,250,cast iron r4,9.6,kkk k03,petrol,euro 4,~300 000,5w-30,Volkswagen,2007
671,Engine Audi CABA,2008-2009,1798,direct injection,120,230,cast iron r4,9.6,kkk k03,petrol,euro 4,~260 000,5w-30,Audi,2008
623,Engine MAN D2676,,,,,,,,,,,,,MAN,
624,Engine DAF BN 52,,2498,split combustion engine,,,,,,diesel,,,,DAF,
625,Engine Scania DS11,1996,11022,direct injection,320-380/1500,,,16,,diesel,euro 2,,,Scania,
677,Engine Audi CCTA,2008-2018,1984,direct injection,200,280,cast iron r4,9.6,kkk k03,petrol,ulev 2,~250 000,5w-30,Audi,2008
673,Engine Audi CABD,2007-2008,1798,direct injection,170,250,cast iron r4,9.6,kkk k03,petrol,euro 4,~250 000,5w-30,Audi,2007
674,Engine Volkswagen CAWA,2008-2011,1984,direct injection,170,280,cast iron r4,9.6,kkk k03,petrol,euro 4,~300 000,5w-30,Volkswagen,2008
675,Engine Volkswagen CAWB,2008-2011,1984,direct injection,200,280,cast iron r4,9.6,kkk k03,petrol,euro 4,~250 000,5w-30,Volkswagen,2008
690,Engine Alfa Romeo AR32310,2000-2010,1970,distributed injection,150,181,cast iron r4,10,no,petrol,euro 3,~200 000,10w-40,Alfa,2000
691,Engine Alfa Romeo 839A6000,2000-2002,2387,common rail,140,305,cast iron r5,18.45,garrett gta2256v,diesel,euro 3,~400 000,5w-30,Alfa,2000
692,Engine Alfa Romeo 937A5000,2003-2010,1910,common rail,150,305,cast iron r4,17.5,garrett gt1749v,diesel,euro 4,~300 000,5w-30,Alfa,2003
646,Engine MAN D2566,,11413,inline injection pump,,,,,,diesel,,,,MAN,
647,Engine DAF BE110C,,3920,direct injection,,,,,,diesel,euro 3,,,DAF,
648,Engine YaMZ-534,2012,,direct injection,,,,,,diesel,euro 4,,,YaMZ-,
649,Engine DAF 1160,,11600,inline injection pump,330,,,15:1,,,,,,DAF,
650,Engine MAN D2865,,9973,inline injection pump,,,,,,diesel,,,,MAN,
651,Engine Scania DC11,,,,,,,18:1,,,,,,Scania,
652,Engine Scania DSI14,1969,14181,,350,,,,,,euro 2,,,Scania,
653,Engine MAN D2066,,10518,,310-440,,,,,diesel 6-cylinder inline,euro 4,,,MAN,
679,Engine Alfa Romeo AR34102,1998-2002,1996,distributed injection,205,285,aluminum v6,8,garrett tb2538,petrol,euro 2,~200 000,10w-40,Alfa,1998
